Bureau ID,Date,Location,Strike ID,Time,Area,Target,Target Group,Westerners involved,Minimum Total Killed,Maximum Total Killed,Number of deaths,AQ/TB Killed,Minimum civilians killed,Maximum civilians killed,Civilians Killed,Min injured,Max injured,Injured,Minimum children killed,Max children killed,Children Killed,Pakistani approval,Short Summary,Long Summary,Related ID,Notes
Ob280,26-Jun-12,Shawal,346,,North Waziristan,,,,4,6,4-6,,,,0,2,7,2-7,,,0,,At least 4 alleged militants killed when a CIA drone struck a house in the late evening. The strike was reportedly targeting alleged militants linked to Hafiz Gul Bahadur.,,,
Ob281,01-Jul-12,Dre Nishter/Shawal,347,30-Dec-99,North Waziristan,,,,6,8,6-8,,,,0,2,3,2-3,,,0,,"CIA drones struck a house killing 6-8 people. The strike came around 7am, reportedly destroying the house.",,,
Ob282,06-Jul-12,Datta Khel,348,,North Waziristan,,,,17,24,17-24,,0,3,0-3,2,6,2-6,,,0,,"In an evening strike, CIA drones struck a house killing at least 17. This was the first strike since Pakistan re-opened its borders to Nato convoys after a seven month diplomatic stand-off.",,,
Ob283,23-Jul-12,Dre Nishter/Shawal,349,30-Dec-99,North Waziristan,,,,11,14,11-14,,0,14,0,2,2,2,,,0,,"11-14 were killed when up to 8 missile hit a compound alleged to belong to militant comander Sadiq Noor, ally of Hafiz Gul Bahadur.",,,
Ob284,29-Jul-12,Kushhali Turkhel,350,,North Waziristan,,,,4,7,4-7,,0,3,0,4,4,4,,,0,,4-7 alleged militants died when CIA drones fired 6 missiles at a house. 1 or 2 vehicles exploded. The attack took place hours after Pakistan ambassador to Washington again called for a halt to drone strikes.,,,
Ob285,18-Aug-12,"Mammon Narai, Shuweda",351,30-Dec-99,North Waziristan,,Taliban,,5,12,5-12,,1,1,1-5,2,6,2-6,,,0,,"At least 5 people killed as tribesmen gathered for Eid, declared early in Waziristan. One named militant was killed, and his wife. A house and car were hit in the attack.",,,
Ob286,19-Aug-12,"Mana, Shawal",352,,North Waziristan,,,,4,7,4-7,,,,0,2,3,2-3,,,0,,"Two vehicles were hit in an early morning strike, killing at least 4. The vehicles were reportedly traveling from Miranshah.",,,
Ob287,19-Aug-12,"Mana, Shawal",353,,North Waziristan,,,,2,3,2-3,,,,0,2,2,2,,,0,,"A further 2-3 people were killed when CIA drones returned, reportedly targeting the wreckage of the vehicles destroyed in the day's earlier strike (Ob286).",,,
Ob288,21-Aug-12,"Shnakhura, Datta Khel",354,,North Waziristan,,,,5,25,5-25,,1,3,1,2,2,2,1,1,1,,"Badruddin Haqqani, son of the Haqqani leader and the network's senior military commander, may have been killed when 5-25 people died in a 7pm strike.",,,
Ob289,24-Aug-12,"Makai/Maki Ghar, Shawal",355,,North Waziristan,,Taliban,,13,18,13-18,,,,0,14,14,14,,,0,,13-18 people were killed and 14 injured in a coordinated series of strikes that hit villages in the Shawal valley around noon. The strikes came 'minutes apart'.,,,5 Reported killed only in this strike
Ob290,24-Aug-12,"Dara, Shawal",356,,North Waziristan,,Taliban,,0,0,0,,,,0,0,0,0,,,0,,"In a second strike of the day, CIA drones reportedly fired two missiles on a wall compound.",,,4 reported killed only in this strike
Ob291,24-Aug-12,"Dre Nishter, Shawal",357,,North Waziristan,,Taliban,,0,0,0,,,,0,0,0,0,,,0,,In the third coordinated strike at least three people were killed.,,,3 reported killed only in this strike
Ob292,01-Sep-12,Degan,358,,North Waziristan,,Taliban,,4,6,4-6,,,,0,2,3,2-3,,,0,,Attacks at 9am on a housing compound and a vehicle reportedly killed 4-6 people.,,,
Ob293,21-Sep-12,Mohammed Khel/Datta Khel,359,,North Waziristan,,,,3,4,3-4,,,,0,2,3,2,,,0,,"A car was destroyed when to missiles and three to four militants, possibly linked to Hafiz Gul Bahdur, were killed. This was the first strike in 20 days, and the first after protests over a blasphemous video left up to 17 dead.",,,
Ob294,24-Sep-12,Khaderkail/Mir Ali,360,,North Waziristan,"Abu Kasha al Iraqi, Saleh al Turki",Al Qaeda,,5,8,5-8,2,,,0,2,2,2,,,0,,"At least 5 were killed, inlcuding senior al Qaeda member Abu Kasha al Iraqi, when two missiles destroyed a compound at around 9pm.00",,,
Ob295,01-Oct-12,Khadar Khel,361,,North Waziristan,,,,2,4,2-4,,,,0,0,0,0,,,0,,"A US drone strike reportedy targeted either a car or motorbike near Mir Ali in North Waziristan, killing 2-4 alleged militants.",,,
Ob296,10-Oct-12,Hurmuz/Mir Ali,362,,North Waziristan,,,,5,6,5-6,,,,0,3,3,3-6,,,0,,"A pre-dawn attack destroyed a compound belonging to Maulvi Abdullah, described as a local cleric, killing five alleged militants and injuring three more, according to reports.",,,
Ob297,11-Oct-12,Buland Khel,364,,Orakzai/North Waziristan,,Haqqani,,16,26,16-26,,0,2,0,5,15,5-15,,,0,,"Four missiles were reportedly fired at a madrassa belonging to Maulvi Shakirullah, killing 16-26 and wounding many more.",,,
Ob298,24-Oct-12,Miranshah,366,,North Waziristan,,,,1,5,1-5,,1,1,1,6,8,6-8,,,0,,A grandmother was killed when a drone hit a house and car. Several of her grandchildren were injured.,,,
Ob299,29-Nov-12,Shin Warsak,367,,South Waziristan,,,,1,4,1-4,,,,0,3,4,3-4,,,0,,"A few hours after Taliban commander Maulvi Nazir was injured in a suicide bombing, 1-4 people were killed in a drone strike.",,,
Ob300,01-Dec-12,Shin Warsak,368,,South Waziristan,Abdul Rehman al-Zaman Yemeni?,,,3,4,3-4,1,,,0,3,3,3,,,0,,"The second strike on the Shin Warsak area in three days reportedly killed Abdul Rehman al-Zaman Yemeni, described as 'a mid-level al Qaeda commander, equivalent to a colonel'.",,,
Ob301,06-Dec-12,"Mubarak Shahi, near Mir Ali",369,,North Waziristan,,Al Qaeda,,4,11,4-11,1,1,1,1,1,6,1-6,,,0,,"4-11 were killed, reportedly including senior al Qaeda commander Sheikh Khalid Bin Abdul Rehman al Hussainan, in the first strike in North Waziristan for 43 days. The Prime Minster Pervez Ashraf complained to US ambassador Olson the same day.",,,
Ob302,09-Dec-12,"Tabbi, near Miranshah",372,,North Waziristan,,Al Qaeda,,3,4,3-4,1,0,3,0-3,0,0,0,,,0,,"3-4 were killed, including an alleged militant commander Mohammad Ahmed Almansoor. A compound and a car were destroyed in the strike.",,,
Ob303,21-Dec-12,"Hassokhel, near Mir Ali",374,,North Waziristan,,,,3,6,3-6,,,,0,2,2,2+,,,0,,At least three alleged militants were reported killed in a strike on a house near Mir Ali.,,,
Ob304,29-Dec-12,"Gurbaz, Shawal",375,,North Waziristan,,,,4,5,4-5,,,,Possibly,2,2,2,,,0,,4-5 people were killed in a strike in the Shawal Valley area on the border of North and South Waziristan.,,,
Ob305,02-Jan-13,"Angor Adda, near Wana",376,,South Waziristan,Maulvi Nazir,Maulvi Nazir,,6,11,6-11,,,,0,0,0,Unknown,,,0,,"In one of their most significant strikes in recent years, CIA drones killed Maulvi Nazir, the powerful leader of the so-called 'good Taliban'.",,,
Ob306,03-Jan-13,Mir Ali,377,,North Waziristan,,TTP,,3,6,3-6,,,,0,0,0,Unknown,,,0,,"A strike on a vehicle near Mir Ali, North Waziristan, reportedly killed 3-6 people.",,,
Ob307,06-Jan-13,Babar Ghar,378,,South Waziristan,Wali Muhammad Mehsud,TTP,,8,18,8-18,,,,0,3,7,3-7,,,0,,Alleged TTP commander Wali Muhammad Mehsud - reportedly responsible for training suicide bombers - among the dead after as many as five CIA drones bombarded Babar Ghar.,,,
Ob308,08-Jan-13,"Haiderkhel, near Mir Ali",379,30-Dec-99,North Waziristan,Sheikh Yaseen al Somali,,,4,9,4-9,1,0,2,0-2,1,4,1-4,0,1,0-1,,Alleged al Qaeda deputy commander of militant training in Pakistan and Afghanistan killed in the first of twin strikes near Mir Ali,,,
Ob309,08-Jan-13,"Hassokhel, near Mir Ali",380,30-Dec-99,North Waziristan,,,,2,4,2-4,,,,0,1,2,1-2,,,0,,"At least 2 killed in second strike, 15 minutes after the first near Mir Ali.",,,
Ob310,10-Jan-13,"Hassokhel, near Mir Ali",381,,North Waziristan,,,,3,6,3-6,,,,0,,,'Several',,,0,,At least three killed in a strike on a motorcycle and house or compound.,,,
Ob311,06-Feb-13,Spinwam,382,,North Waziristan,,,,3,5,3-5,,0,2,0-2,1,1,Some,0,0,,,"CIA drones destroyed a house and killed at least 3. Between two and six missiles reportedly hit a building, which caught fire.",,,
Ob312,08-Feb-13,Babar Ghar,383,,South Waziristan,,TTP,,6,9,6-9,,,,0,2,6,2,,,0,,"CIA drones destroyed a house, killing at least 6, in an area reportedly dominated by the TTP.",,,
Ob313,10-Mar-13,Datta Khel,385,,North Waziristan,,,,1,3,1-3,,0,0,0,1,1,'Several',0,0,0,,"Drones kill at least one alleged militant, reportedly on horseback in North Waziristan. The horse reportedly died with its rider.",,,
Ob314,22-Mar-13,Datta Khel,395,,North Waziristan,,,,1,4,1-4,,0,0,0,1,1,1,0,0,0,,"Either a house or vehicle was destroyed, killing at least three alleged militants.",,,
Ob315,14-Apr-13,Datta Khel,,,North Waziristan,,,,4,5,4-5,,0,0,0,0,0,0,0,0,0,,At least four killed in the first strike in 24 days. The third successive strike to hit Datta Khel hit a house. The dead were burnt and unidentified,,,
Ob316,17-Apr-13,Sararogha,,02:00:00,South Waziristan,,,,4,6,4-6,,0,0,0,2,7,2-7,0,0,0,,CIA drones destroyed a house in South Waziristan the day after the ICRC's president criticised the US' drone campaign in Pakistan,,,
Ob316,5/29/2013,Chashma/Miranshah,,,North Waziristan,,,,4,7,4-7,,0,0,0,1,4,1-4,0,0,0,,"Wali Ur Rahman, second in command of the TTP, was killed in the first strike since a landmark speech.",,,
Ob317,6/7/2013,"Mangrati/Shokhel, Shawal",,,North Waziristan,,,,7,9,7-9,,0,0,0,3,4,3-4,0,0,0,,"At least 7 people killed, including a named local Taliban commander.",,,
Ob318,7/3/2013,Dandi Darpa Khel/Miranshah,,,North Waziristan,,,,16,18,16-18,,0,0,0,5,5,5,0,0,0,,A CIA strike killed at least 16 people in a strike on a house in the early hours.,,,
Ob319,7/13/2013,Mosaki,,,North Waziristan,,,,2,3,2-3,,0,0,0,0,0,0,0,0,0,,"A drone strike killed at least two men on a motorbike, both purportedly ""foreigners"".",,,
Ob320,7/28/2013,Shawal,,,North Waziristan,,,,5,8,5-8,,0,0,0,3,4,3-4,0,0,0,,Between five and eight alleged militants were reportedly killed while eating Iftar dinner.
Ob321,8/31/2013,Hassokhel,,,North Waziristan,,,,3,4,3-4,,0,0,0,1,1,1,0,0,0,,At least three alleged militants were killed in an attack either on a vehicle near a seminary or a house in tehsil Mir Ali.
Ob322,9/6/2013,Darga Mandi,,,North Waziristan,,,,5,7,5-7,,0,0,0,3,4,3-4,0,0,0,,At least five alleged Haqqani Network members were killed in a strike on a house. Senior Haqqani member Mullah Sangeen Zadran was among the dead.
Ob323,9/22/2013,Shawal Valley,,,North-South Waziristan border,,,,6,7,6-7,,0,0,0,2,4,2-4,0,0,0,,At least six people were killed in a strike that hit two houses. The first attack in 16 days.
Ob324,9/29/2013,Darga Mandi,,,North Waziristan,,,,3,6,3-6,,0,0,0,1,3,1-3,0,0,0,,At least three killed when drones destroyed a house at about 11am local time.
Ob325,9/30/2013,Boya Datta Khel,,,North Waziristan,,,,2,4,2-4,,0,0,0,2,4,2-4,0,0,0,,"Drones hit a house at 4am local time, the second strike in 24 hours."
Ob326,10/31/2013,Zafar area of Miranshah,,,North Waziristan,,,,0,5,0-5,,0,0,0,3,3,3,0,0,0,,"A strike on a bazaar, the first for a month, killed 0-5 people and injured three more."
Ob327,11/1/2013,Danday Darpakhel,,,North Waziristan,,,,5,25,5-25,,0,0,0,2,2,2,0,0,0,,US drones killed TTP leader Hakimullah Mehsud in the most significant strike since the start of the year.
Ob328,11/21/2013,Tal Hangu district,,,Khyber Pakhtunkhwa,,,,6,9,6-9,,0,0,0,1,8,1-8,0,0,0,,"The first strike outside of the FATA killed at least six, including a number of named senior Haqqani Network members."
Ob329,11/29/2013,Near Miranshah,,,North Waziristan,,,,1,3,1-3,,0,0,0,1,2,1-2,0,0,0,,"CIA drones hit a house, killing at least two and sparking angry protests."
Ob330,12/25/2013,"Qutab Khel, near Miranshah",,,North Waziristan,,,,3,4,3-4,,0,0,0,1,1,1,0,0,0,,"At least three people were killed in the first drone strike to hit on Christmas day in 10 years of US strikes on Pakistan."
